=======================================================================================
                            TOP-5000 САМЫХ ЧАСТЫХ СЛОВ
                            Сортировка: По_частоте
=======================================================================================

Режим: Все файлы
Файл: Папка SourceTexts
Дата: Dec 10 2025 15:20:06

-----------------------------------------------------------------------------------------------------------------------
  №   Слово                 Частота     Документы
2721   притти                      5   voyna-i-mir-tom-1.txt
2722   приходили                   5   voyna-i-mir-tom-1.txt
2723   прическу                    5   voyna-i-mir-tom-1.txt
2724   причины                     5   voyna-i-mir-tom-1.txt
2725   пришло                      5   voyna-i-mir-tom-1.txt
2726   приятное                    5   voyna-i-mir-tom-1.txt
2727   приятным                    5   voyna-i-mir-tom-1.txt
2728   проворчал                   5   voyna-i-mir-tom-1.txt
2729   пропустить                  5   voyna-i-mir-tom-1.txt
2730   проститься                  5   voyna-i-mir-tom-1.txt
2731   прошептал                   5   voyna-i-mir-tom-1.txt
2732   прощай                      5   voyna-i-mir-tom-1.txt
2733   пули                        5   voyna-i-mir-tom-1.txt
2734   пятьдесят                   5   voyna-i-mir-tom-1.txt
2735   рада                        5   voyna-i-mir-tom-1.txt
2736   радостью                    5   voyna-i-mir-tom-1.txt
2737   разговаривать               5   voyna-i-mir-tom-1.txt
2738   разговоре                   5   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2739   раму                        5   voyna-i-mir-tom-1.txt
2740   ранены                      5   voyna-i-mir-tom-1.txt
2741   ранцы                       5   voyna-i-mir-tom-1.txt
2742   раны                        5   voyna-i-mir-tom-1.txt
2743   расположении                5   voyna-i-mir-tom-1.txt
2744   рассматривая                5   voyna-i-mir-tom-1.txt
2745   речей                       5   voyna-i-mir-tom-1.txt
2746   решения                     5   voyna-i-mir-tom-1.txt
2747   решилась                    5   voyna-i-mir-tom-1.txt
2748   решили                      5   voyna-i-mir-tom-1.txt
2749   решительным                 5   voyna-i-mir-tom-1.txt
2750   родных                      5   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2751   роль                        5   voyna-i-mir-tom-1.txt
2752   ротным                      5   voyna-i-mir-tom-1.txt
2753   ротой                       5   voyna-i-mir-tom-1.txt
2754   ружей                       5   voyna-i-mir-tom-1.txt
2755   румяный                     5   voyna-i-mir-tom-1.txt
2756   ряд                         5   voyna-i-mir-tom-1.txt
2757   рядах                       5   voyna-i-mir-tom-1.txt
2758   саблю                       5   voyna-i-mir-tom-1.txt
2759   садись                      5   voyna-i-mir-tom-1.txt
2760   самым                       5   voyna-i-mir-tom-1.txt
2761   сверх                       5   voyna-i-mir-tom-1.txt
2762   свите                       5   voyna-i-mir-tom-1.txt
2763   свитой                      5   voyna-i-mir-tom-1.txt
2764   свитского                   5   voyna-i-mir-tom-1.txt
2765   свойственною                5   voyna-i-mir-tom-1.txt
2766   сделай                      5   voyna-i-mir-tom-1.txt
2767   сделался                    5   voyna-i-mir-tom-1.txt
2768   секунд                      5   voyna-i-mir-tom-1.txt
2769   сени                        5   voyna-i-mir-tom-1.txt
2770   сердитым                    5   voyna-i-mir-tom-1.txt
2771   серьезное                   5   voyna-i-mir-tom-1.txt
2772   сестре                      5   voyna-i-mir-tom-1.txt
2773   сидевшего                   5   voyna-i-mir-tom-1.txt
2774   сидит                       5   voyna-i-mir-tom-1.txt
2775   силе                        5   voyna-i-mir-tom-1.txt
2776   синих                       5   voyna-i-mir-tom-1.txt
2777   скажете                     5   voyna-i-mir-tom-1.txt
2778   скакал                      5   voyna-i-mir-tom-1.txt
2779   скрылись                    5   voyna-i-mir-tom-1.txt
2780   скрыть                      5   voyna-i-mir-tom-1.txt
2781   слабо                       5   voyna-i-mir-tom-1.txt
2782   славный                     5   voyna-i-mir-tom-1.txt
2783   славу                       5   voyna-i-mir-tom-1.txt
2784   следует                     5   voyna-i-mir-tom-1.txt
2785   словам                      5   voyna-i-mir-tom-1.txt
2786   словах                      5   voyna-i-mir-tom-1.txt
2787   словом                      5   voyna-i-mir-tom-1.txt
2788   слуга                       5   voyna-i-mir-tom-1.txt
2789   слушала                     5   voyna-i-mir-tom-1.txt
2790   слушая                      5   voyna-i-mir-tom-1.txt
2791   смотри                      5   voyna-i-mir-tom-1.txt
2792   снег                        5   voyna-i-mir-tom-1.txt
2793   снял                        5   voyna-i-mir-tom-1.txt
2794   собрал                      5   voyna-i-mir-tom-1.txt
2795   собрались                   5   voyna-i-mir-tom-1.txt
2796   сони                        5   voyna-i-mir-tom-1.txt
2797   соню                        5   voyna-i-mir-tom-1.txt
2798   соображая                   5   voyna-i-mir-tom-1.txt
2799   сорок                       5   voyna-i-mir-tom-1.txt
2800   спасибо                     5   voyna-i-mir-tom-1.txt
2801   спереди                     5   voyna-i-mir-tom-1.txt
2802   спрятала                    5   voyna-i-mir-tom-1.txt
2803   спустились                  5   voyna-i-mir-tom-1.txt
2804   сражений                    5   voyna-i-mir-tom-1.txt
2805   стараться                   5   voyna-i-mir-tom-1.txt
2806   старшей                     5   voyna-i-mir-tom-1.txt
2807   сто                         5   voyna-i-mir-tom-1.txt
2808   столе                       5   voyna-i-mir-tom-1.txt
2809   столик                      5   voyna-i-mir-tom-1.txt
2810   стояло                      5   voyna-i-mir-tom-1.txt
2811   странное                    5   voyna-i-mir-tom-1.txt
2812   стулья                      5   voyna-i-mir-tom-1.txt
2813   сударыня                    5   voyna-i-mir-tom-1.txt
2814   схватил                     5   voyna-i-mir-tom-1.txt
2815   счастием                    5   voyna-i-mir-tom-1.txt
2816   счастливы                   5   voyna-i-mir-tom-1.txt
2817   счастье                     5   voyna-i-mir-tom-1.txt
2818   такую                       5   voyna-i-mir-tom-1.txt
2819   твердым                     5   voyna-i-mir-tom-1.txt
2820   твоя                        5   voyna-i-mir-tom-1.txt
2821   текла                       5   voyna-i-mir-tom-1.txt
2822   темно                       5   voyna-i-mir-tom-1.txt
2823   терпеть                     5   voyna-i-mir-tom-1.txt
2824   тетушка                     5   voyna-i-mir-tom-1.txt
2825   тихим                       5   voyna-i-mir-tom-1.txt
2826   тише                        5   voyna-i-mir-tom-1.txt
2827   толпами                     5   voyna-i-mir-tom-1.txt
2828   толстого                    5   voyna-i-mir-tom-1.txt
2829   тонкими                     5   voyna-i-mir-tom-1.txt
2830   трубку                      5   voyna-i-mir-tom-1.txt
2831   трудом                      5   voyna-i-mir-tom-1.txt
2832   убедившись                  5   voyna-i-mir-tom-1.txt
2833   уверенностью                5   voyna-i-mir-tom-1.txt
2834   увидать                     5   voyna-i-mir-tom-1.txt
2835   увидеть                     5   voyna-i-mir-tom-1.txt
2836   углу                        5   voyna-i-mir-tom-1.txt
2837   удалось                     5   voyna-i-mir-tom-1.txt
2838   удерживать                  5   voyna-i-mir-tom-1.txt
2839   уехал                       5   voyna-i-mir-tom-1.txt
2840   уехать                      5   voyna-i-mir-tom-1.txt
2841   ужаса                       5   voyna-i-mir-tom-1.txt
2842   ужина                       5   voyna-i-mir-tom-1.txt
2843   узнав                       5   voyna-i-mir-tom-1.txt
2844   указал                      5   voyna-i-mir-tom-1.txt
2845   улыбалась                   5   voyna-i-mir-tom-1.txt
2846   ульмом                      5   voyna-i-mir-tom-1.txt
2847   умен                        5   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
2848   умирающего                  5   voyna-i-mir-tom-1.txt
2849   умный                       5   voyna-i-mir-tom-1.txt
2850   усилия                      5   voyna-i-mir-tom-1.txt
2851   успех                       5   voyna-i-mir-tom-1.txt
2852   учтивостью                  5   voyna-i-mir-tom-1.txt
2853   уши                         5   voyna-i-mir-tom-1.txt
2854   фейерверкер                 5   voyna-i-mir-tom-1.txt
2855   фердинанда                  5   voyna-i-mir-tom-1.txt
2856   фигуры                      5   voyna-i-mir-tom-1.txt
2857   флигельадъютант             5   voyna-i-mir-tom-1.txt
2858   фр                          5   voyna-i-mir-tom-1.txt
2859   француза                    5   voyna-i-mir-tom-1.txt
2860   хватая                      5   voyna-i-mir-tom-1.txt
2861   хорошего                    5   voyna-i-mir-tom-1.txt
2862   хорошенькая                 5   voyna-i-mir-tom-1.txt
2863   хороший                     5   voyna-i-mir-tom-1.txt
2864   хотят                       5   voyna-i-mir-tom-1.txt
2865   хочется                     5   voyna-i-mir-tom-1.txt
2866   худое                       5   voyna-i-mir-tom-1.txt
2867   цнайма                      5   voyna-i-mir-tom-1.txt
2868   чай                         5   voyna-i-mir-tom-1.txt
2869   чемнибудь                   5   voyna-i-mir-tom-1.txt
2870   черные                      5   voyna-i-mir-tom-1.txt
2871   черти                       5   voyna-i-mir-tom-1.txt
2872   черты                       5   voyna-i-mir-tom-1.txt
2873   честное                     5   voyna-i-mir-tom-1.txt
